Category,Created_At,Original_Tweet,Cleaned_Text,Tokenized_Text,category,Keyword
work,2025-03-13 06:49:16+00:00,"You need a high sophisticated Face Fixer workflow for SDXL. Here we are!

https://t.co/Yx3DotnkWa

#AIart #AIartwork #AIimage #AIimagegeneration #AIgenerated #digitalart #digitalartwork #promptart #diffusionmodel #GenerativeAI #Workflow #ComfyUI",need high sophisticated face fixer workflow sdxl,"['need', 'high', 'sophisticated', 'face', 'fixer', 'workflow', 'sdxl']",work,
work,2025-03-13 06:49:16+00:00,"artists, work smarter not harder. draw your oshis naked",artist work smarter harder draw oshis naked,"['artist', 'work', 'smarter', 'harder', 'draw', 'oshis', 'naked']",work,
work,2025-03-13 06:49:16+00:00,"@alban_knox kya 😳
I’m so looking forward to listening it after my work!! 🥺🧡",kya looking forward listening work,"['kya', 'looking', 'forward', 'listening', 'work']",work,
work,2025-03-13 06:49:15+00:00,"@Patrickdery @karolineleavitt Wow. 3 years longer and broke your whole like. 
I also assume in a few more years this number will change. With all the assisted killings of Canadians.
I can’t believe anyone would be ok with giving half their work to a government so they can waste it 
You ppl are a whole level… https://t.co/wx8bD4HRre",wow year longer broke whole like also assume year number change assisted killing canadian believe anyone would ok giving half work government waste ppl whole,"['wow', 'year', 'longer', 'broke', 'whole', 'like', 'also', 'assume', 'year', 'number', 'change', 'assisted', 'killing', 'canadian', 'believe', 'anyone', 'would', 'ok', 'giving', 'half', 'work', 'government', 'waste', 'ppl', 'whole']",work,
work,2025-03-13 06:49:14+00:00,"May every child artist stay safe in their work environments and their parents or any guardian have their back. Children are vulnerable, please take care of your children. Don't exploit them for the sake of money.",may every child artist stay safe work environment parent guardian back child vulnerable please take care child exploit sake money,"['may', 'every', 'child', 'artist', 'stay', 'safe', 'work', 'environment', 'parent', 'guardian', 'back', 'child', 'vulnerable', 'please', 'take', 'care', 'child', 'exploit', 'sake', 'money']",work,
work,2025-03-13 06:49:14+00:00,@RealDeanCain Your work will undoubtedly lead to success. This article is a fantastic resource. I'll definitely be sharing it with others. Hung Kahookele https://t.co/L8hVSUpXW9,work undoubtedly lead success article fantastic resource definitely sharing others hung kahookele,"['work', 'undoubtedly', 'lead', 'success', 'article', 'fantastic', 'resource', 'definitely', 'sharing', 'others', 'hung', 'kahookele']",work,
work,2025-03-13 06:49:14+00:00,@Lanre__Laredo Yeah work on yourself,yeah work,"['yeah', 'work']",work,
work,2025-03-13 06:49:13+00:00,"And because employers are enabled to get away with widespread disability discrimination at work, because the Tribunal system chooses to structurally disadvantage disabled claimants in enforcing their rights. https://t.co/SbVc0qtvrx",employer enabled get away widespread disability discrimination work tribunal system chooses structurally disadvantage disabled claimant enforcing right,"['employer', 'enabled', 'get', 'away', 'widespread', 'disability', 'discrimination', 'work', 'tribunal', 'system', 'chooses', 'structurally', 'disadvantage', 'disabled', 'claimant', 'enforcing', 'right']",work,
work,2025-03-13 06:49:13+00:00,"@SoSoValueCrypto
 work",work,['work'],work,
work,2025-03-13 06:49:13+00:00,@EvanThomas84 Unbelievable  catastrophic and without any consideration that these are human beings with lives as well as doing  critical work.,unbelievable catastrophic without consideration human being life well critical work,"['unbelievable', 'catastrophic', 'without', 'consideration', 'human', 'being', 'life', 'well', 'critical', 'work']",work,
work,2025-03-13 06:49:12+00:00,"Criteria sa pagpili ng potential candidate (Selection Criteria)

1. Educational Background
2. Work Experience
3. Skills and Competence
4. Cultural fit within the organization

:)",criterion sa pagpili ng potential candidate selection criterion educational background work experience skill competence cultural fit within organization,"['criterion', 'sa', 'pagpili', 'ng', 'potential', 'candidate', 'selection', 'criterion', 'educational', 'background', 'work', 'experience', 'skill', 'competence', 'cultural', 'fit', 'within', 'organization']",work,
work,2025-03-13 06:49:12+00:00,"@simply_vinci Lol
Which work ur parents wan send u wey ur seniors never send you",lol work ur parent wan send u wey ur senior never send,"['lol', 'work', 'ur', 'parent', 'wan', 'send', 'u', 'wey', 'ur', 'senior', 'never', 'send']",work,
work,2025-03-13 06:49:12+00:00,"@ChiefofAirStaff Shame we didn’t see the great work of the @RAF_Regiment However, great programme.",shame see great work however great programme,"['shame', 'see', 'great', 'work', 'however', 'great', 'programme']",work,
work,2025-03-13 06:49:12+00:00,"@NoLieWithBTC Oh @elonmusk? They're called ENTITLEMENTS bc we paid into Social Security our entire work lives, so... 
WE. ARE. ENTITLED. TO. IT.  👍🏽 #duh
https://t.co/jWoQpYeWeU",oh called entitlement bc paid social security entire work life entitled,"['oh', 'called', 'entitlement', 'bc', 'paid', 'social', 'security', 'entire', 'work', 'life', 'entitled']",work,
